Second,HeartRate,Level,LapDistance,Age,Duration(seconds),Laps,Distance(meters)
557,162,4,200.0,25,904,5,1002.1680415338938
558,169,4,200.0,25,904,5,1002.1680415338938
559,164,4,200.0,25,904,5,1002.1680415338938
560,163,4,200.0,25,904,5,1002.1680415338938
561,168,4,200.0,25,904,5,1002.1680415338938
562,156,4,200.0,25,904,5,1002.1680415338938
563,159,4,200.0,25,904,5,1002.1680415338938
564,161,4,200.0,25,904,5,1002.1680415338938
565,169,4,200.0,25,904,5,1002.1680415338938
566,152,4,200.0,25,904,5,1002.1680415338938
567,150,4,200.0,25,904,5,1002.1680415338938
568,157,4,200.0,25,904,5,1002.1680415338938
569,161,4,200.0,25,904,5,1002.1680415338938
570,164,4,200.0,25,904,5,1002.1680415338938
571,160,4,200.0,25,904,5,1002.1680415338938
572,165,4,200.0,25,904,5,1002.1680415338938
573,156,4,200.0,25,904,5,1002.1680415338938
574,169,4,200.0,25,904,5,1002.1680415338938
575,168,4,200.0,25,904,5,1002.1680415338938
576,159,4,200.0,25,904,5,1002.1680415338938
577,151,4,200.0,25,904,5,1002.1680415338938
578,166,4,200.0,25,904,5,1002.1680415338938
579,159,4,200.0,25,904,5,1002.1680415338938
580,170,4,200.0,25,904,5,1002.1680415338938
581,169,4,200.0,25,904,5,1002.1680415338938
582,152,4,200.0,25,904,5,1002.1680415338938
583,166,4,200.0,25,904,5,1002.1680415338938
584,156,4,200.0,25,904,5,1002.1680415338938
585,161,4,200.0,25,904,5,1002.1680415338938
586,152,4,200.0,25,904,5,1002.1680415338938
587,162,4,200.0,25,904,5,1002.1680415338938
588,161,4,200.0,25,904,5,1002.1680415338938
589,162,4,200.0,25,904,5,1002.1680415338938
590,169,4,200.0,25,904,5,1002.1680415338938
591,167,4,200.0,25,904,5,1002.1680415338938
592,155,4,200.0,25,904,5,1002.1680415338938
593,150,4,200.0,25,904,5,1002.1680415338938
594,169,4,200.0,25,904,5,1002.1680415338938
595,152,4,200.0,25,904,5,1002.1680415338938
596,153,4,200.0,25,904,5,1002.1680415338938
597,169,4,200.0,25,904,5,1002.1680415338938
598,152,4,200.0,25,904,5,1002.1680415338938
599,161,4,200.0,25,904,5,1002.1680415338938
600,158,4,200.0,25,904,5,1002.1680415338938
601,155,4,200.0,25,904,5,1002.1680415338938
602,169,4,200.0,25,904,5,1002.1680415338938
603,167,4,200.0,25,904,5,1002.1680415338938
604,151,4,200.0,25,904,5,1002.1680415338938
605,157,4,200.0,25,904,5,1002.1680415338938
606,159,4,200.0,25,904,5,1002.1680415338938
607,154,4,200.0,25,904,5,1002.1680415338938
608,170,4,200.0,25,904,5,1002.1680415338938
609,165,4,200.0,25,904,5,1002.1680415338938
610,160,4,200.0,25,904,5,1002.1680415338938
611,153,4,200.0,25,904,5,1002.1680415338938
612,169,4,200.0,25,904,5,1002.1680415338938
613,151,4,200.0,25,904,5,1002.1680415338938
614,165,4,200.0,25,904,5,1002.1680415338938
615,160,4,200.0,25,904,5,1002.1680415338938
616,160,4,200.0,25,904,5,1002.1680415338938
617,153,4,200.0,25,904,5,1002.1680415338938
618,170,4,200.0,25,904,5,1002.1680415338938
619,158,4,200.0,25,904,5,1002.1680415338938
620,166,4,200.0,25,904,5,1002.1680415338938
621,158,4,200.0,25,904,5,1002.1680415338938
622,152,4,200.0,25,904,5,1002.1680415338938
623,153,4,200.0,25,904,5,1002.1680415338938
624,170,4,200.0,25,904,5,1002.1680415338938
625,169,4,200.0,25,904,5,1002.1680415338938
626,155,4,200.0,25,904,5,1002.1680415338938
627,168,4,200.0,25,904,5,1002.1680415338938
628,151,4,200.0,25,904,5,1002.1680415338938
629,155,4,200.0,25,904,5,1002.1680415338938
630,166,4,200.0,25,904,5,1002.1680415338938
631,168,4,200.0,25,904,5,1002.1680415338938
632,151,4,200.0,25,904,5,1002.1680415338938
633,157,4,200.0,25,904,5,1002.1680415338938
634,157,4,200.0,25,904,5,1002.1680415338938
635,154,4,200.0,25,904,5,1002.1680415338938
636,155,4,200.0,25,904,5,1002.1680415338938
637,152,4,200.0,25,904,5,1002.1680415338938
638,153,4,200.0,25,904,5,1002.1680415338938
639,165,4,200.0,25,904,5,1002.1680415338938
640,162,4,200.0,25,904,5,1002.1680415338938
641,155,4,200.0,25,904,5,1002.1680415338938
642,156,4,200.0,25,904,5,1002.1680415338938
643,170,4,200.0,25,904,5,1002.1680415338938
644,153,4,200.0,25,904,5,1002.1680415338938
645,170,4,200.0,25,904,5,1002.1680415338938
646,165,4,200.0,25,904,5,1002.1680415338938
647,160,4,200.0,25,904,5,1002.1680415338938
648,153,4,200.0,25,904,5,1002.1680415338938
649,169,4,200.0,25,904,5,1002.1680415338938
650,161,4,200.0,25,904,5,1002.1680415338938
651,169,4,200.0,25,904,5,1002.1680415338938
652,162,4,200.0,25,904,5,1002.1680415338938
653,156,4,200.0,25,904,5,1002.1680415338938
654,155,4,200.0,25,904,5,1002.1680415338938
655,168,4,200.0,25,904,5,1002.1680415338938
656,160,4,200.0,25,904,5,1002.1680415338938
657,166,4,200.0,25,904,5,1002.1680415338938
658,159,4,200.0,25,904,5,1002.1680415338938
659,158,4,200.0,25,904,5,1002.1680415338938
660,160,4,200.0,25,904,5,1002.1680415338938
661,150,4,200.0,25,904,5,1002.1680415338938
662,157,4,200.0,25,904,5,1002.1680415338938
663,150,4,200.0,25,904,5,1002.1680415338938
664,169,4,200.0,25,904,5,1002.1680415338938
665,161,4,200.0,25,904,5,1002.1680415338938
666,170,4,200.0,25,904,5,1002.1680415338938
667,170,4,200.0,25,904,5,1002.1680415338938
668,153,4,200.0,25,904,5,1002.1680415338938
669,168,4,200.0,25,904,5,1002.1680415338938
670,167,4,200.0,25,904,5,1002.1680415338938
671,153,4,200.0,25,904,5,1002.1680415338938
672,153,4,200.0,25,904,5,1002.1680415338938
673,166,4,200.0,25,904,5,1002.1680415338938
674,159,4,200.0,25,904,5,1002.1680415338938
675,163,4,200.0,25,904,5,1002.1680415338938
676,151,4,200.0,25,904,5,1002.1680415338938
677,168,4,200.0,25,904,5,1002.1680415338938
678,151,4,200.0,25,904,5,1002.1680415338938
679,154,4,200.0,25,904,5,1002.1680415338938
680,159,4,200.0,25,904,5,1002.1680415338938
681,161,4,200.0,25,904,5,1002.1680415338938
682,167,4,200.0,25,904,5,1002.1680415338938
683,164,4,200.0,25,904,5,1002.1680415338938
684,154,4,200.0,25,904,5,1002.1680415338938
685,166,4,200.0,25,904,5,1002.1680415338938
686,161,4,200.0,25,904,5,1002.1680415338938
687,154,4,200.0,25,904,5,1002.1680415338938
688,167,4,200.0,25,904,5,1002.1680415338938
689,168,4,200.0,25,904,5,1002.1680415338938
690,160,4,200.0,25,904,5,1002.1680415338938
691,160,4,200.0,25,904,5,1002.1680415338938
692,166,4,200.0,25,904,5,1002.1680415338938
693,153,4,200.0,25,904,5,1002.1680415338938
694,170,4,200.0,25,904,5,1002.1680415338938
695,156,4,200.0,25,904,5,1002.1680415338938
696,158,4,200.0,25,904,5,1002.1680415338938
697,155,4,200.0,25,904,5,1002.1680415338938
698,151,4,200.0,25,904,5,1002.1680415338938
699,167,4,200.0,25,904,5,1002.1680415338938
700,161,4,200.0,25,904,5,1002.1680415338938
701,160,4,200.0,25,904,5,1002.1680415338938
702,169,4,200.0,25,904,5,1002.1680415338938
703,158,4,200.0,25,904,5,1002.1680415338938
704,167,4,200.0,25,904,5,1002.1680415338938
705,156,4,200.0,25,904,5,1002.1680415338938
706,163,4,200.0,25,904,5,1002.1680415338938
707,167,4,200.0,25,904,5,1002.1680415338938
708,155,4,200.0,25,904,5,1002.1680415338938
709,152,4,200.0,25,904,5,1002.1680415338938
710,158,4,200.0,25,904,5,1002.1680415338938
711,168,4,200.0,25,904,5,1002.1680415338938
712,155,4,200.0,25,904,5,1002.1680415338938
713,161,4,200.0,25,904,5,1002.1680415338938
714,164,4,200.0,25,904,5,1002.1680415338938
715,155,4,200.0,25,904,5,1002.1680415338938
716,150,4,200.0,25,904,5,1002.1680415338938
717,169,4,200.0,25,904,5,1002.1680415338938
718,160,4,200.0,25,904,5,1002.1680415338938
719,156,4,200.0,25,904,5,1002.1680415338938
720,161,4,200.0,25,904,5,1002.1680415338938
721,159,4,200.0,25,904,5,1002.1680415338938
722,158,4,200.0,25,904,5,1002.1680415338938
723,158,4,200.0,25,904,5,1002.1680415338938
724,160,4,200.0,25,904,5,1002.1680415338938
725,154,4,200.0,25,904,5,1002.1680415338938
726,155,4,200.0,25,904,5,1002.1680415338938
727,167,4,200.0,25,904,5,1002.1680415338938
728,165,4,200.0,25,904,5,1002.1680415338938
729,160,4,200.0,25,904,5,1002.1680415338938
730,163,4,200.0,25,904,5,1002.1680415338938
731,156,4,200.0,25,904,5,1002.1680415338938
732,154,4,200.0,25,904,5,1002.1680415338938
733,156,4,200.0,25,904,5,1002.1680415338938
734,163,4,200.0,25,904,5,1002.1680415338938
735,165,4,200.0,25,904,5,1002.1680415338938
736,169,4,200.0,25,904,5,1002.1680415338938
737,170,4,200.0,25,904,5,1002.1680415338938
738,170,4,200.0,25,904,5,1002.1680415338938
739,161,4,200.0,25,904,5,1002.1680415338938
740,164,4,200.0,25,904,5,1002.1680415338938
741,154,4,200.0,25,904,5,1002.1680415338938
742,166,4,200.0,25,904,5,1002.1680415338938
743,164,4,200.0,25,904,5,1002.1680415338938
744,167,4,200.0,25,904,5,1002.1680415338938
745,150,4,200.0,25,904,5,1002.1680415338938
746,165,4,200.0,25,904,5,1002.1680415338938
747,167,4,200.0,25,904,5,1002.1680415338938
748,162,4,200.0,25,904,5,1002.1680415338938
749,170,4,200.0,25,904,5,1002.1680415338938
750,153,4,200.0,25,904,5,1002.1680415338938
751,160,4,200.0,25,904,5,1002.1680415338938
752,161,4,200.0,25,904,5,1002.1680415338938
753,169,4,200.0,25,904,5,1002.1680415338938
754,152,4,200.0,25,904,5,1002.1680415338938
755,167,4,200.0,25,904,5,1002.1680415338938
756,159,4,200.0,25,904,5,1002.1680415338938
757,167,4,200.0,25,904,5,1002.1680415338938
758,167,4,200.0,25,904,5,1002.1680415338938
759,164,4,200.0,25,904,5,1002.1680415338938
760,162,4,200.0,25,904,5,1002.1680415338938
761,161,4,200.0,25,904,5,1002.1680415338938
762,163,4,200.0,25,904,5,1002.1680415338938
763,157,4,200.0,25,904,5,1002.1680415338938
764,162,4,200.0,25,904,5,1002.1680415338938
765,157,4,200.0,25,904,5,1002.1680415338938
766,158,4,200.0,25,904,5,1002.1680415338938
767,162,4,200.0,25,904,5,1002.1680415338938
768,170,4,200.0,25,904,5,1002.1680415338938
769,152,4,200.0,25,904,5,1002.1680415338938
770,164,4,200.0,25,904,5,1002.1680415338938
771,161,4,200.0,25,904,5,1002.1680415338938
772,166,4,200.0,25,904,5,1002.1680415338938
773,152,4,200.0,25,904,5,1002.1680415338938
774,154,4,200.0,25,904,5,1002.1680415338938
775,155,4,200.0,25,904,5,1002.1680415338938
776,150,4,200.0,25,904,5,1002.1680415338938
777,152,4,200.0,25,904,5,1002.1680415338938
778,168,4,200.0,25,904,5,1002.1680415338938
779,161,4,200.0,25,904,5,1002.1680415338938
780,163,4,200.0,25,904,5,1002.1680415338938
781,159,4,200.0,25,904,5,1002.1680415338938
782,168,4,200.0,25,904,5,1002.1680415338938
783,159,4,200.0,25,904,5,1002.1680415338938
784,165,4,200.0,25,904,5,1002.1680415338938
785,156,4,200.0,25,904,5,1002.1680415338938
786,164,4,200.0,25,904,5,1002.1680415338938
787,151,4,200.0,25,904,5,1002.1680415338938
788,166,4,200.0,25,904,5,1002.1680415338938
789,156,4,200.0,25,904,5,1002.1680415338938
790,150,4,200.0,25,904,5,1002.1680415338938
791,162,4,200.0,25,904,5,1002.1680415338938
792,170,4,200.0,25,904,5,1002.1680415338938
793,153,4,200.0,25,904,5,1002.1680415338938
794,168,4,200.0,25,904,5,1002.1680415338938
795,167,4,200.0,25,904,5,1002.1680415338938
796,170,4,200.0,25,904,5,1002.1680415338938
797,166,4,200.0,25,904,5,1002.1680415338938
798,162,4,200.0,25,904,5,1002.1680415338938
799,156,4,200.0,25,904,5,1002.1680415338938
800,150,4,200.0,25,904,5,1002.1680415338938
801,160,4,200.0,25,904,5,1002.1680415338938
802,162,4,200.0,25,904,5,1002.1680415338938
803,162,4,200.0,25,904,5,1002.1680415338938
804,157,4,200.0,25,904,5,1002.1680415338938
805,158,4,200.0,25,904,5,1002.1680415338938
806,154,4,200.0,25,904,5,1002.1680415338938
807,154,4,200.0,25,904,5,1002.1680415338938
808,165,4,200.0,25,904,5,1002.1680415338938
809,165,4,200.0,25,904,5,1002.1680415338938
810,157,4,200.0,25,904,5,1002.1680415338938
811,159,4,200.0,25,904,5,1002.1680415338938
812,167,4,200.0,25,904,5,1002.1680415338938
813,161,4,200.0,25,904,5,1002.1680415338938
814,163,4,200.0,25,904,5,1002.1680415338938
815,157,4,200.0,25,904,5,1002.1680415338938
816,153,4,200.0,25,904,5,1002.1680415338938
817,165,4,200.0,25,904,5,1002.1680415338938
818,155,4,200.0,25,904,5,1002.1680415338938
819,165,4,200.0,25,904,5,1002.1680415338938
820,170,4,200.0,25,904,5,1002.1680415338938
821,162,4,200.0,25,904,5,1002.1680415338938
822,163,4,200.0,25,904,5,1002.1680415338938
823,167,4,200.0,25,904,5,1002.1680415338938
824,164,4,200.0,25,904,5,1002.1680415338938
825,166,4,200.0,25,904,5,1002.1680415338938
826,158,4,200.0,25,904,5,1002.1680415338938
827,158,4,200.0,25,904,5,1002.1680415338938
828,156,4,200.0,25,904,5,1002.1680415338938
829,163,4,200.0,25,904,5,1002.1680415338938
830,162,4,200.0,25,904,5,1002.1680415338938
831,167,4,200.0,25,904,5,1002.1680415338938
832,165,4,200.0,25,904,5,1002.1680415338938
833,153,4,200.0,25,904,5,1002.1680415338938
834,155,4,200.0,25,904,5,1002.1680415338938
835,163,4,200.0,25,904,5,1002.1680415338938
836,166,4,200.0,25,904,5,1002.1680415338938
837,150,4,200.0,25,904,5,1002.1680415338938
838,164,4,200.0,25,904,5,1002.1680415338938
839,165,4,200.0,25,904,5,1002.1680415338938
840,165,4,200.0,25,904,5,1002.1680415338938
841,158,4,200.0,25,904,5,1002.1680415338938
842,164,4,200.0,25,904,5,1002.1680415338938
843,151,4,200.0,25,904,5,1002.1680415338938
844,161,4,200.0,25,904,5,1002.1680415338938
845,153,4,200.0,25,904,5,1002.1680415338938
846,164,4,200.0,25,904,5,1002.1680415338938
847,162,4,200.0,25,904,5,1002.1680415338938
848,164,4,200.0,25,904,5,1002.1680415338938
849,150,4,200.0,25,904,5,1002.1680415338938
850,156,4,200.0,25,904,5,1002.1680415338938
851,169,4,200.0,25,904,5,1002.1680415338938
852,151,4,200.0,25,904,5,1002.1680415338938
853,154,4,200.0,25,904,5,1002.1680415338938
854,154,4,200.0,25,904,5,1002.1680415338938
855,161,4,200.0,25,904,5,1002.1680415338938
856,151,4,200.0,25,904,5,1002.1680415338938
857,153,4,200.0,25,904,5,1002.1680415338938
858,152,4,200.0,25,904,5,1002.1680415338938
859,154,4,200.0,25,904,5,1002.1680415338938
860,163,4,200.0,25,904,5,1002.1680415338938
861,155,4,200.0,25,904,5,1002.1680415338938
862,165,4,200.0,25,904,5,1002.1680415338938
863,156,4,200.0,25,904,5,1002.1680415338938
864,154,4,200.0,25,904,5,1002.1680415338938
865,166,4,200.0,25,904,5,1002.1680415338938
866,156,4,200.0,25,904,5,1002.1680415338938
867,169,4,200.0,25,904,5,1002.1680415338938
868,162,4,200.0,25,904,5,1002.1680415338938
869,160,4,200.0,25,904,5,1002.1680415338938
870,155,4,200.0,25,904,5,1002.1680415338938
871,164,4,200.0,25,904,5,1002.1680415338938
872,158,4,200.0,25,904,5,1002.1680415338938
873,158,4,200.0,25,904,5,1002.1680415338938
874,154,4,200.0,25,904,5,1002.1680415338938
875,152,4,200.0,25,904,5,1002.1680415338938
876,163,4,200.0,25,904,5,1002.1680415338938
877,169,4,200.0,25,904,5,1002.1680415338938
878,151,4,200.0,25,904,5,1002.1680415338938
879,160,4,200.0,25,904,5,1002.1680415338938
880,163,4,200.0,25,904,5,1002.1680415338938
881,167,4,200.0,25,904,5,1002.1680415338938
882,166,4,200.0,25,904,5,1002.1680415338938
883,161,4,200.0,25,904,5,1002.1680415338938
884,160,4,200.0,25,904,5,1002.1680415338938
885,169,4,200.0,25,904,5,1002.1680415338938
886,168,4,200.0,25,904,5,1002.1680415338938
887,168,4,200.0,25,904,5,1002.1680415338938
888,158,4,200.0,25,904,5,1002.1680415338938
889,157,4,200.0,25,904,5,1002.1680415338938
890,168,4,200.0,25,904,5,1002.1680415338938
891,163,4,200.0,25,904,5,1002.1680415338938
892,158,4,200.0,25,904,5,1002.1680415338938
893,161,4,200.0,25,904,5,1002.1680415338938
894,161,4,200.0,25,904,5,1002.1680415338938
895,164,4,200.0,25,904,5,1002.1680415338938
896,156,4,200.0,25,904,5,1002.1680415338938
897,155,4,200.0,25,904,5,1002.1680415338938
898,163,4,200.0,25,904,5,1002.1680415338938
